,id,term,vader,liu,subj,liwc
40,29146941,autism,-0.8858,-1.0,1.0,2.0
41,29267136,autism,0.7008,0.0,0.0,4.0
42,29021403,autism,-1.9782000000000002,-5.0,0.0,4.0
43,29064008,autism,0.5859,0.0,5.0,1.0
44,29241345,autism,-0.3838999999999999,-2.0,5.0,1.0
45,29116816,autism,0.06000000000000005,-2.0,-5.0,5.0
46,29311773,autism,0.4222,1.0,-5.0,1.0
47,29243100,autism,0.8115999999999999,1.0,-1.0,2.0
48,29169253,autism,-0.6476,-1.0,1.0,1.0
49,29030901,autism,-0.5185,-3.0,-1.0,-5.0
50,29045575,autism,0.9686000000000001,1.0,0.0,-3.0
51,29248932,autism,1.8333,0.0,-1.0,2.0
52,29100478,autism,-1.3035,-4.0,0.0,2.0
53,29234931,autism,0.9539,0.0,0.0,5.0
54,29191242,autism,1.2692,1.0,-2.0,9.0
55,29111575,autism,-0.03999999999999998,1.0,5.0,2.0
56,29152669,autism,-3.6577,-7.0,-5.0,-1.0
57,29274095,autism,2.8087,0.0,2.0,9.0
58,29071565,autism,1.4651999999999998,2.0,-3.0,-1.0
59,29027643,autism,0.5259,0.0,0.0,5.0
60,29182009,autism,-0.18089999999999995,0.0,-3.0,2.0
61,29296616,autism,0.7399000000000001,1.0,-5.0,7.0
62,29216519,autism,1.3193000000000001,0.0,0.0,5.0
63,29075431,autism,-0.01429999999999998,-1.0,-1.0,0.0
64,29052463,autism,-0.06009999999999999,3.0,-4.0,3.0
65,29255243,autism,0.7713,0.0,-1.0,4.0
66,29163063,autism,-0.8326,-2.0,-4.0,-5.0
67,29343961,autism,-0.38079999999999997,-1.0,-1.0,2.0
68,29172633,autism,1.6471999999999998,1.0,2.0,-1.0
69,29034748,autism,1.4269,-1.0,-1.0,7.0
70,29217098,autism,-0.25139999999999996,-2.0,-2.0,6.0
71,29073339,autism,2.7617000000000003,2.0,2.0,2.0
72,29222613,autism,0.9988,0.0,-2.0,-1.0
73,29122040,autism,1.0596999999999999,0.0,-2.0,0.0
74,29162036,autism,-0.452,-6.0,0.0,-1.0
75,29262472,autism,7.0278,-1.0,-16.0,4.0
76,29055254,autism,0.24459999999999998,2.0,-7.0,1.0
77,29035961,autism,-0.25,0.0,1.0,0.0
